,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
798,799,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,,govcanhealth check topten things need know legalization regulation cannabis canada
799,800,RT @myherbi_team: #CanadianKush #Marijuana Breeders and Seed Banks from #BritishColumbia #Ontario #Canada. Offering Worldwide shipping of #…,,canadiankush marijuana breeders seed banks britishcolumbia ontario canada offering worldwide shipping
800,801,"RT @VoostVapor: VOOST™ Fortified E-Liquids.
For The Active Vape Enthusiast https://t.co/21q0iH5hCO 
#vitamins #ejuice #eliquids #energy #ac…",,voostvapor fortified active vape enthusiast https vitamins ejuice eliquids energy
801,802,#DankMemes #Cannabis #Potcoin https://t.co/C7rAYsHe7C,,dankmemes cannabis potcoin https
802,803,RT @UKLEAP: Unfortunately we’re seeing huge strawman arguments on #bbcqt and #cannabis reform. Using “super-strength” argument. Under regul…,,ukleap unfortunately seeing huge strawman arguments bbcqt cannabis reform using argument
803,804,"VOOST™ Fortified E-Liquids.
For The Active Vape Enthusiast https://t.co/21q0iH5hCO 
#vitamins #ejuice #eliquids… https://t.co/jqLSZYXLHt",,fortified active vape enthusiast https vitamins ejuice https
804,805,RT @SensibleMJ: We've got some very enthusiastic #marijuana #Decrim supporters here in #CLE. Come by the Beach House and sign our #NoFineNo…,,sensiblemj got enthusiastic marijuana decrim supporters cle come beach house sign
805,806,RT @KushAmerican: #Americankush Will Legal #Weed Lead to Other Legal Drugs? Medicinal weed is legal in more than three fourths of the #USA…,,kushamerican americankush legal weed lead legal drugs medicinal weed legal three fourths
806,807,RT @_deepakanand: Happening on June 26th @CityofVancouver : Amendments to Zoning and Development By-law and Licence By-law to Align with th…,,happening june cityofvancouver amendments zoning development licence align
807,808,RT @RxLeafCA: Who else feels the same way? #cannabis #marijuana #mmj #legalization https://t.co/8cE4i5Nmvn,,rxleafca else feels way cannabis marijuana mmj legalization https
808,809,RT @Leafly: The Prime Minister has expressed hope that Canada's #cannabis retail systems will be ready to do business on the date of legali…,,leafly prime minister expressed hope canada cannabis retail systems ready business date
809,810,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",,show thanks supporters holding monthly contest starting win thehotbox cannabis win
810,811,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",,show thanks supporters holding monthly contest starting win thehotbox cannabis win
811,812,"Stronger strains of #cannabis are created because the ppl buying cannabis want it stronger. Supply and demand.
@bbc5live #bbcqt",,stronger strains cannabis created ppl buying cannabis want stronger supply demand bbcqt
812,813,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",,dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
813,814,RT @TheWeedsmen420: The Weedsmen Potcast Nugget 191: Space Octopus https://t.co/FymHfVi8iC #podcast #weed #cannabis #humor #geek #detroit #…,,weedsmen potcast nugget space octopus https podcast weed cannabis humor geek detroit
814,815,Texas Republican Party Officially Endorses #Cannabis Decriminalization https://t.co/eeZPPvhOPz via @MERRYJANE,,texas republican party officially endorses cannabis decriminalization https via merryjane
815,816,Mood... #weed #blunts #cannabis #marijuana #420 #kush #weedporn #stoner #pnwstoner #maryjane #dank #luxury… https://t.co/Ht9baCxhoX,,mood weed blunts cannabis marijuana kush weedporn stoner pnwstoner maryjane dank https
816,817,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",,show thanks supporters holding monthly contest starting win thehotbox cannabis win
817,818,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",,dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
818,819,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,,govcanhealth check topten things need know legalization regulation cannabis canada
819,820,RT @420StonerCorner: https://t.co/0pMgyhJBi9 #mmj #thc #weed #hemp #cannabis #seeds #cbd Very few strains compare to GREEN CRACK for it's e…,,https mmj thc weed hemp cannabis seeds cbd strains compare green crack
820,821,RT @GovCanHealth: Canadians asked questions about the effects of #cannabis to a panel of experts. Learn what they wanted to know and get th…,,govcanhealth canadians asked questions effects cannabis panel experts learn wanted know get
821,822,RT @NICHECanada: #Nunavut was the last jurisdiction in Canada to pass #cannabis legislation. Two changes were made from how it was original…,,nichecanada nunavut last jurisdiction canada pass cannabis legislation two changes made
822,823,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",,show thanks supporters holding monthly contest starting win thehotbox cannabis win
823,824,"A comprehensive article shares evidence and examines beliefs about #cannabis effects. 

Legalization comes with ris… https://t.co/gZSZzQWXkJ",,comprehensive article shares evidence examines beliefs cannabis effects legalization comes https
824,825,"RT @ideacity: “The legalization of #cannabis is a victory in so many ways. It’s especially a victory for activists &amp; advocates, who we appl…",,ideacity legalization cannabis victory many ways especially victory activists amp advocates
825,826,"RT @NE_CANN: Justin Trudeau Just Announced The Date #Cannabis Will Be Legal In #Canada h/t @Civilized_Life  https://t.co/r0r0yEXc5a 

(It's…",,justin trudeau announced date cannabis legal canada https
826,827,We've got some very enthusiastic #marijuana #Decrim supporters here in #CLE. Come by the Beach House and sign our… https://t.co/QxpozMloeB,,got enthusiastic marijuana decrim supporters cle come beach house sign https
827,828,RT @SM_Stocks: $KALY $KALY.v Kalytera Provides Update on its Lead Program in Prevention and Treatment of #GVHD #CBD @stockhouse #NewsBlast…,,kaly kalytera provides update lead program prevention treatment gvhd cbd stockhouse
828,829,RT @Cenastor: Love seeing this! Can't wait till I can just walk in a store and get my cannabis. #cannabis #cannabiscommunity #weed #cannabi…,,cenastor love seeing wait till walk store get cannabis cannabis cannabiscommunity weed
829,830,RT @OpenTable: Start your happy hour on a high note with #cannabis-infused cocktails @madisononpark @gmweho + more: https://t.co/4SHBV2cL0A…,,opentable start happy hour high note cocktails madisononpark gmweho https
830,831,"In reality #cannabis prohibition only exists in the minds of politicians, I'm smoking it now, I've grown it for 20… https://t.co/GOaqTfxZdg",,reality cannabis prohibition exists minds politicians smoking grown https
831,832,Viper Extracts! #HighLife #Imtoohigh #Wax #Cannabis #CannabisCommunity #SecondKingdom https://t.co/PeQcKbu7Om,,viper extracts highlife imtoohigh wax cannabis cannabiscommunity secondkingdom https
832,833,RT @GovCanHealth: Canadians asked questions about the effects of #cannabis to a panel of experts. Learn what they wanted to know and get th…,,govcanhealth canadians asked questions effects cannabis panel experts learn wanted know get
833,834,"RT @LegalizationFl: Alt Thirty Six, a first-of-its-kind payment solution platform specifically designed to help the #cannabis industry go d…",,legalizationfl alt thirty six payment solution platform specifically designed help cannabis industry
834,835,RT @Mygrowspotned: We think #potwallet and #potcoin is a solid solution for #cannabis businesses that want to use #crypto to take payments…,,mygrowspotned think potwallet potcoin solid solution cannabis businesses want use crypto take
835,836,RT @420StonerCorner: https://t.co/0pMgyhJBi9 #mmj #thc #weed #hemp #cannabis #seeds #cbd Very few strains compare to GREEN CRACK for it's e…,,https mmj thc weed hemp cannabis seeds cbd strains compare green crack
836,837,RT @_deepakanand: Happening on June 26th @CityofVancouver : Amendments to Zoning and Development By-law and Licence By-law to Align with th…,,happening june cityofvancouver amendments zoning development licence align
837,838,https://t.co/0pMgyhJBi9 #mmj #thc #weed #hemp #cannabis #seeds #cbd Very few strains compare to GREEN CRACK for it'… https://t.co/kaQWjR9H4F,,https mmj thc weed hemp cannabis seeds cbd strains compare green crack https
838,839,RT @WeedMafiaClub: 😂 😂 😂 😂 😂 #cannabis #marijuana #weed @WeedMafiaClub https://t.co/XVUGfacA8t,,weedmafiaclub cannabis marijuana weed weedmafiaclub https
839,840,We think #potwallet and #potcoin is a solid solution for #cannabis businesses that want to use #crypto to take paym… https://t.co/PMpZuaC43K,,think potwallet potcoin solid solution cannabis businesses want use crypto take https
840,841,"RT @LegalizationFl: Alt Thirty Six, a first-of-its-kind payment solution platform specifically designed to help the #cannabis industry go d…",,legalizationfl alt thirty six payment solution platform specifically designed help cannabis industry
841,842,"Canada approves recreational use of marijuana https://t.co/OpDeQ998SC
#canada #cannabis #canadacannabis… https://t.co/Wx3SF4I1Hs",,canada approves recreational use marijuana https canada cannabis https
842,843,Bud tender cover letter template https://t.co/K79Ob12RYB #cannabis #training,,bud tender cover letter template https cannabis training
843,844,City Council to hear pitches from cannabis dispensary applicants     https://t.co/YsDXFv4McH #cannabis #training,,city council hear pitches cannabis dispensary applicants https cannabis training
844,845,"MassRoots pivots again, offers medical cannabis dispensary portal https://t.co/JCgFaetAoj #Cannabis #Marijuana #BloomTHC",,massroots pivots offers medical cannabis dispensary portal https cannabis marijuana bloomthc
845,846,Bold Step - Zimbabwe Legalizes Marijuana Production for Medicinal or Scientific Purposes |... https://t.co/lEVwiO5lFx #cannabis #training,,bold step zimbabwe legalizes marijuana production medicinal scientific purposes https cannabis training
846,847,Looking for #Cannabis in #Vegas I got you covered NO BS #Weed No Bag Fees NO TAXIS or Uber extra Charges deal with… https://t.co/yitvTDFe7l,,looking cannabis vegas got covered weed bag fees taxis uber extra charges deal https
847,848,RT @HiDesertHealing: #420Facts - New to #marijuana edibles and unsure about your ‘right dose’? Always remember to “Start Low &amp; Go Slow” wit…,,hideserthealing new marijuana edibles unsure right dose always remember start low amp slow
848,849,"Here's is our current inventory of available strains for this week
3) Sour diesel
4) sour OG
5) Callie Kush
6) Pine… https://t.co/M0emZWtBUi",,current inventory available strains week sour diesel sour callie kush https
849,850,"RT @LegalizationFl: Alt Thirty Six, a first-of-its-kind payment solution platform specifically designed to help the #cannabis industry go d…",,legalizationfl alt thirty six payment solution platform specifically designed help cannabis industry
850,851,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",,dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
851,852,"RT @MJInvestorIdeas: Investor Ideas #Potcasts; #Cannabis News and Stocks on the Move; Bill C-45, TSX: $WEED.TO, TSX: $ACB.TO, CSE: $LIB.C,…",,mjinvestorideas investor ideas potcasts cannabis news stocks move bill tsx tsx cse
852,853,"All #cannabis prohibition has given us is semi-comatose ppl stumbling round city centres on Spice.
@bbc5live #bbcqt",,cannabis prohibition given ppl stumbling round city centres spice bbcqt
853,854,"RT @LegalizationFl: Alt Thirty Six, a first-of-its-kind payment solution platform specifically designed to help the #cannabis industry go d…",,legalizationfl alt thirty six payment solution platform specifically designed help cannabis industry
854,855,"RT @sqwabb: The #PublicRelations people around @JustinTrudeau should pull up their socks.

Shouldn't the official date for legal #Cannabis…",,sqwabb publicrelations people around justintrudeau pull socks official date legal
855,856,Daily #cannabis use is on the rise in American adults  https://t.co/b2S6y98Kl2 study finds more frequent use amongs… https://t.co/Nk96EKKqfW,,daily cannabis use rise american adults https study finds frequent use https
856,857,"RT @Tokerwaredotcom: Ring tired of waking up in other people's Colon

#tokerware #hemp #cannabis #demplatform #elchapo #biggig16 https://t.…",,tokerwaredotcom ring tired waking people colon tokerware hemp cannabis demplatform elchapo https
857,858,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
858,859,We'll add drug testing at our finish line! #afterworkwellness #MarijuanaDecriminalization #afterworkfun… https://t.co/JEIwvQUNzQ,,add drug testing finish line afterworkwellness marijuanadecriminalization https
859,860,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
860,861,https://t.co/aKgmXBo5sS state of the art ad program and monetization explained. DM us any questions you may have.… https://t.co/AgUWDCennj,,https state art program monetization explained questions may https
861,862,"RT @CTVIanWhite: You could call it Weed Wednesday. @JustinTrudeau says marijuana will be legal in Canada on Wednesday, October 17. @CTVCalg…",,ctvianwhite could call weed wednesday justintrudeau says marijuana legal canada wednesday october
862,863,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
863,864,"RT @aakuraj: Canada legalises #MarijuanaDecriminalization

Why ? 

Coz it’s #UdtaPunjab there 😂

@capt_amarinder",,aakuraj canada legalises marijuanadecriminalization coz udtapunjab
864,865,"RT @trliberaltrash: Congratulations on marijuana legalization, Canadians! Lucky you! #MarijuanaDecriminalization #marijuananews",,trliberaltrash congratulations marijuana legalization canadians lucky marijuanadecriminalization marijuananews
865,866,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
866,867,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
867,868,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
868,869,It would be good for #America if @realDonaldTrump supported #MarijuanaDecriminalization. It would eliminate some of… https://t.co/TXD3VSmxGa,,would good america realdonaldtrump supported marijuanadecriminalization would eliminate https
869,870,#Canadian PM @JustinTrudeau has set an #Official date and #Canada will soon be the largest country in the world wit… https://t.co/pjkEUtmM0V,,canadian justintrudeau set official date canada soon largest country world https
870,871,I have a contact high just walking downtown and it’s not even legal yet lmao #MarijuanaDecriminalization,,contact high walking downtown even legal yet lmao marijuanadecriminalization
871,872,"Real loud firing grade AA buds on deck
#SMOKING 
#smokincountryonhot 
#smoke 
#kush 
#CannabisCommunity 
#Cannabis… https://t.co/YEBvES3Q8E",,real loud firing grade buds deck smoking smokincountryonhot smoke kush cannabiscommunity https
872,873,"RT @Leafbuyer: People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog: https://…",,leafbuyer people oklahoma getting ready vote medical marijuana early voting underway https blog https
873,874,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
874,875,"RT @DomeLord: #Marijuana
Come &amp; see the utter hypocrisy:
https://t.co/El70HSf2sU
https://t.co/OeLcKNGXA2
&amp; the real kicker:
https://t.co/j0…",,domelord marijuana come amp see utter hypocrisy https https amp real kicker https
875,876,#marijuana #cannabis #cannabisact #CannabisCommunity #cannabisculture #ganjagirls #marijuananews #canada @SnoopDogg… https://t.co/3M4f4hDArQ,,marijuana cannabis cannabisact cannabiscommunity cannabisculture ganjagirls marijuananews canada https
876,877,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
877,878,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
878,879,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
879,880,"Legal marijuana will roll out differently in Canada than in U.S.
https://t.co/Yo5EqWUciE
Blog:… https://t.co/1PMZLXKsp4",,legal marijuana roll differently canada https blog https
880,881,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
881,882,"RT @Leafbuyer: People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog: https://…",,leafbuyer people oklahoma getting ready vote medical marijuana early voting underway https blog https
882,883,"On October 17, our hands are going to start looking a lot more fascinating. #MarijuanaDecriminalization https://t.co/tGCrs3DdoG",,october hands going start looking lot fascinating marijuanadecriminalization https
883,884,"@JeffFlake I have chickens within 25 miles of a dispensary, and I want to grow my  own #MarijuanaDecriminalization… https://t.co/OU6ze5YBOl",,jeffflake chickens within miles dispensary want grow https
884,885,"@SenJohnMcCain I have chickens within 25 miles of a dispensary, and I want to grow my own… https://t.co/JRX2BGz8xg",,senjohnmccain chickens within miles dispensary want grow https
885,886,"People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog:… https://t.co/q4Jj8BiOL3",,people oklahoma getting ready vote medical marijuana early voting underway https blog https
886,887,@nytimes #editorial:  #NewYork’s Small Step on #marijuana Isn’t Enough #marijuananews #MarijuanaDecriminalization… https://t.co/YpeNATRzUR,,nytimes editorial newyork small step marijuana enough marijuananews https
887,888,RT @TimWBEN: #MarijuanaDecriminalization on the #podcast 930in716 - https://t.co/FaUxmeJudo,,timwben marijuanadecriminalization podcast https
888,889,#MarijuanaDecriminalization on the #podcast 930in716 - https://t.co/FaUxmeJudo,,marijuanadecriminalization podcast https
889,890,"RT @gonzotrucker: #Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munchies,…",,gonzotrucker canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got munchies
890,891,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,,true dedication cannabis cultivators money
891,892,RT @BoomBustRT: Smoke 'em if you got 'em. #420 #MarijuanaDecriminalization https://t.co/aJbVTXpgtb,,boombustrt smoke got marijuanadecriminalization https
892,893,Marijuana is officially legal now Royal Assent passed #MarijuanaDecriminalization #marijuanastocks #potstocks… https://t.co/nkO7BsKhlt,,marijuana officially legal royal assent passed marijuanadecriminalization marijuanastocks https
893,894,#Flames premature in #MarijuanaDecriminalization https://t.co/JdE0Obzobz,,flames premature marijuanadecriminalization https
894,895,"Please Sign @BlackTheRipper https://t.co/JCVOAMk241 @JamaicaGleaner 

#MEDICINE 
#HolisticHealth 
#MarijuanaDecriminalization",,please sign blacktheripper https jamaicagleaner medicine holistichealth marijuanadecriminalization
895,896,Smoke 'em if you got 'em. #420 #MarijuanaDecriminalization https://t.co/aJbVTXpgtb,,smoke got marijuanadecriminalization https
896,897,Well this should help kill time until Ford's out. #cdnpoli #MarijuanaDecriminalization https://t.co/wvKnk0Hiqu,,well help kill time ford cdnpoli marijuanadecriminalization https
897,898,Majority of Americans want to end cannabis prohibition. Will the the United States be the next country to legalize… https://t.co/gly1UOMVzQ,,majority americans want end cannabis prohibition united states next country https
898,899,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
899,900,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
900,901,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
901,902,"@AnitaAnand2 @tsx_tsxv Yes, #TSX hitting record highs because of #marijuanaDecriminalization 🤪That's #Canada's cutt… https://t.co/L5uW6DFNog",,yes tsx hitting record highs marijuanadecriminalization canada https
902,903,Pls don’t tell me it is because #MarijuanaDecriminalization is on the horizon! @tsx_tsxv @Shanfaraa https://t.co/YMy6itvQnX,,pls tell marijuanadecriminalization horizon shanfaraa https
903,904,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
904,905,"Its official! Prime Minister @JustinTrudeau announced October 17, 2018 as the day recreational marijuana use will b… https://t.co/TWLIatL8hb",,official prime minister justintrudeau announced october day recreational marijuana use https
905,906,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
906,907,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
907,908,"Options for marijuana dispensaries and delivery in Oregon? 
Read More: https://t.co/AkVTi6oFLk
#Oregon #OregonAm… https://t.co/plMYMGdUB8",,options marijuana dispensaries delivery oregon read https oregon https
908,909,"RT @gonzotrucker: #Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munchies,…",,gonzotrucker canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got munchies
909,910,"There are #MarijuanaDecriminalization opponents in science who fictionalize alcohol prohibition fears onto THC 
https://t.co/bNgr4EcJBw",,marijuanadecriminalization opponents science fictionalize alcohol prohibition fears onto thc https
910,911,Marijuana Ko Haq Do !! Ap Kab Khare Honge Apne Logo K liye 🤣🤣🤣@AK_Forty7 #MarijuanaDecriminalization https://t.co/fqYPU5NrFR,,marijuana haq kab khare honge apne logo liye marijuanadecriminalization https
911,912,"If Texas does this then no other state should have any excuses. #LegalizeIt #MarijuanaDecriminalization

https://t.co/aDBbDSqEzx",,texas state excuses legalizeit marijuanadecriminalization https
912,913,"New York City to End Marijuana Arrests for Most People, but before you start pulling out your celebratory joints, r… https://t.co/DwaXP9qt9D",,new york city end marijuana arrests people start pulling celebratory joints https
913,914,"WORLD NEWS | Canada to legalize Marijuana from October 17

#marijuananews #MarijuanaDecriminalization #cannabis… https://t.co/vziGFgzT8X",,world news canada legalize marijuana october marijuananews marijuanadecriminalization https
914,915,"I've lived in the Netherlands and saw how #MarijuanaDecriminalization works. #Canada - today, you're the real MVP https://t.co/kncqW5IGbh",,lived netherlands saw marijuanadecriminalization works canada today real mvp https
915,916,#CanadianGoverment's delay of recreational #MarijuanaDecriminalization makes sense as the #PublicSectorComms requir… https://t.co/nK79HEF5Bz,,canadiangoverment delay recreational marijuanadecriminalization makes sense publicsectorcomms https
916,917,"Canada may just experience an upward surge in immigration.
https://t.co/E6EA4hmciL

#MarijuanaDecriminalization… https://t.co/yJYLCsCF2o",,canada may experience upward surge immigration https https
917,918,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
918,919,LEGAL MARIJUANA IN CANADA https://t.co/XNTXpZX1IO #MarijuanaDecriminalization #marijuananews #CannabisAct,,legal marijuana canada https marijuanadecriminalization marijuananews cannabisact
919,920,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
920,921,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
921,922,"RT @seblebanon: Growing market for exporters and #FDI in the US's growing #MedicalMarijuana industry: 

#CannabisAct #MedicalCannabis #Mari…",,seblebanon growing market exporters fdi growing medicalmarijuana industry cannabisact medicalcannabis
922,923,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
923,924,RT @GodivaRides: Thank God!  Security &amp; Safety finally come up in #MarijuanaDecriminalization #construction.  Just had this discussion a fe…,,godivarides thank god security amp safety finally come marijuanadecriminalization construction discussion
924,925,Canada to legalise marijuana on October 17 #Canada #MarijuanaDecriminalization https://t.co/Q5ZDWqEdnx,,canada legalise marijuana october canada marijuanadecriminalization https
925,926,"@TIME While #Canada is getting ready to fully legalize #cannabis, #Italy is getting ready tu completely ban its use… https://t.co/9dxyBDukbD",,time canada getting ready fully legalize cannabis italy getting ready completely ban https
926,927,"#Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munc… https://t.co/LiZykP5ytw",,canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got https
927,928,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
928,929,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
929,930,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,,true dedication cannabis cultivators money
930,931,I smoke marijuana yes I do. #MarijuanaDecriminalization #itsnotforeveryone #butitsforme,,smoke marijuana yes marijuanadecriminalization itsnotforeveryone butitsforme
931,932,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
932,933,"RT @therealwallbie: #wallbieWTF #LegalizeIt #MarijuanaDecriminalization #SQ788 #Oklahoma #VoteYes #June26
And just for fair warning, every…",,therealwallbie wallbiewtf legalizeit marijuanadecriminalization oklahoma voteyes fair warning
933,934,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
934,935,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,,true dedication cannabis cultivators money
935,936,Thank God!  Security &amp; Safety finally come up in #MarijuanaDecriminalization #construction.  Just had this discussi… https://t.co/39nBeQ6pWD,,thank god security amp safety finally come marijuanadecriminalization construction https
936,937,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
937,938,Congratulations Canada on your #MarijuanaDecriminalization over to Kenya now,,congratulations canada marijuanadecriminalization kenya
938,939,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
939,940,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,,true dedication cannabis cultivators money
940,941,RT @hannah86119748: @JustinTrudeau @JustinTrudeau Marijuana is a plant. That grows in dirt. In the ground. Please tell me why people who ha…,,justintrudeau justintrudeau marijuana plant grows dirt ground please tell people
941,942,RT @GI_COLA: https://t.co/3T0zyL3isl Dalla foglia d'acero alla foglia di marja è 'nattimo  @parliamdidroghe @Radicali @radicalimilano @Bibi…,,https dalla foglia alla foglia marja parliamdidroghe radicali radicalimilano
942,943,@DirkHooper Please can Australia (where I live!) do the same?  How hard can it be!?  (Well done to Canada!)… https://t.co/YYX0Cn5flP,,dirkhooper please australia live hard well done canada https
943,944,#AhmedShehzad #MarijuanaDecriminalization #cricket #DopeTest 😂😂😂 https://t.co/8ZwlfypZGh,,ahmedshehzad marijuanadecriminalization cricket dopetest https
944,945,RT @CathoConser: Governments will begin #MarijuanaDecriminalization because an intoxicated populace is easier to manipulate and control.,,cathoconser governments begin marijuanadecriminalization intoxicated populace easier manipulate control
945,946,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
946,947,Governments will begin #MarijuanaDecriminalization because an intoxicated populace is easier to manipulate and control.,,governments begin marijuanadecriminalization intoxicated populace easier manipulate control
947,948,#Canada #marijuana #MarijuanaDecriminalization #RecreationalMarijuana https://t.co/ZyBzWkNWeL,,canada marijuana marijuanadecriminalization recreationalmarijuana https
948,949,"#MarijuanaDecriminalization #Canada #weed #thc #marijuana #legalization 

https://t.co/ctuutnSna2 https://t.co/4OOXoantou",,marijuanadecriminalization canada weed thc marijuana legalization https https
